osmid,highway,oneway,ref,reversed,length,geometry,lanes,maxspeed,name,junction,bridge,access,width
34570875,residential,False,,True,295.4516618887976,"LINESTRING (34.9059202 32.4479666, 34.9061417 32.4474908, 34.9061937 32.4474605, 34.9062451 32.4474579, 34.9085238 32.4481657)",,,ההסתדרות,,,,
311765563,residential,False,,False,63.34059533138178,"LINESTRING (34.9042175 32.4493096, 34.9048514 32.4495054)",,,המגינים,,,,
34570657,tertiary,False,,True,161.7251885583618,"LINESTRING (34.9042175 32.4493096, 34.9031952 32.4490009, 34.9027416 32.4488639, 34.9026754 32.448844, 34.9025901 32.4488371)",,,המגינים,,,,
1361486264,tertiary,False,,False,55.21809792641674,"LINESTRING (34.9042175 32.4493096, 34.9041719 32.449441, 34.9040999 32.4497955)",,,אוסישקין,,,,
1361486264,tertiary,False,,True,135.20441411751528,"LINESTRING (34.9042175 32.4493096, 34.904191 32.4491551, 34.9038421 32.4482454, 34.9037906 32.4481513)",,,אוסישקין,,,,
34570877,residential,False,,False,73.89906933180824,"LINESTRING (34.9062391 32.4499313, 34.9059636 32.4505539)",,,אוסקר כהן,,,,
34570877,residential,False,,True,195.04043900355313,"LINESTRING (34.9062391 32.4499313, 34.9069102 32.4482712)",,,אוסקר כהן,,,,
311765563,residential,False,,False,137.06654338641704,"LINESTRING (34.9062391 32.4499313, 34.9076206 32.4503318)",,,המגינים,,,,
311765563,residential,False,,True,138.55718775896815,"LINESTRING (34.9062391 32.4499313, 34.9048514 32.4495054)",,,המגינים,,,,
34604216,residential,False,,False,79.38746953338249,"LINESTRING (34.9076206 32.4503318, 34.9075942 32.4510454)",,,ברנר,,,,
311765563,residential,False,,False,49.24089532866748,"LINESTRING (34.9076206 32.4503318, 34.9081157 32.4504786)",,,המגינים,,,,
311765563,residential,False,,True,137.06654338641704,"LINESTRING (34.9076206 32.4503318, 34.9062391 32.4499313)",,,המגינים,,,,
34604216,residential,False,,True,191.19272164418174,"LINESTRING (34.9076206 32.4503318, 34.9076788 32.4501141, 34.9082837 32.4487076)",,,ברנר,,,,
34570674,tertiary,False,,False,45.94919935771359,"LINESTRING (34.9075942 32.4510454, 34.908049 32.4511986)",,,חוף הכרמל,,,,
34570674,tertiary,False,,True,89.24364446449023,"LINESTRING (34.9075942 32.4510454, 34.9066964 32.4507805)",,,חוף הכרמל,,,,
34604216,residential,False,,True,79.38746953338249,"LINESTRING (34.9075942 32.4510454, 34.9076206 32.4503318)",,,ברנר,,,,
34604234,residential,False,,False,358.23133526588356,"LINESTRING (34.9075942 32.4510454, 34.9074642 32.4513526, 34.9063459 32.4540274, 34.9063226 32.4540831)",,,עמק יזרעאל,,,,
34570690,residential,False,,False,64.33076857382017,"LINESTRING (34.9085238 32.4481657, 34.9082837 32.4487076)",,,אפשטיין,,,,
34570690,residential,False,,True,63.38744551795694,"LINESTRING (34.9085238 32.4481657, 34.9087399 32.4476256)",,,אפשטיין,,,,
34570875,residential,False,,False,295.4516618887976,"LINESTRING (34.9085238 32.4481657, 34.9062451 32.4474579, 34.9061937 32.4474605, 34.9061417 32.4474908, 34.9059202 32.4479666)",,,ההסתדרות,,,,
34570690,residential,False,,False,62.994418293319335,"LINESTRING (34.9089341 32.4470833, 34.9087399 32.4476256)",,,אפשטיין,,,,
34570690,residential,False,,True,59.139370934681295,"LINESTRING (34.9089341 32.4470833, 34.9091453 32.4465822)",,,אפשטיין,,,,
34570844,residential,False,,True,201.75275498259055,"LINESTRING (34.9089341 32.4470833, 34.9069127 32.4464651)",,,התחיה,,,,
34570690,residential,False,,False,59.139370934681295,"LINESTRING (34.9091453 32.4465822, 34.9089341 32.4470833)",,,אפשטיין,,,,
34570690,residential,False,,True,55.96978888309228,"LINESTRING (34.9091453 32.4465822, 34.9092689 32.4463337, 34.9094182 32.4461367)",,,אפשטיין,,,,
34570851,residential,False,,True,260.58628466236274,"LINESTRING (34.9091453 32.4465822, 34.9071788 32.4459591, 34.9071071 32.4459894, 34.9069127 32.4464651)",,,ים סוף,,,,
34570690,residential,False,,False,55.96978888309228,"LINESTRING (34.9094182 32.4461367, 34.9092689 32.4463337, 34.9091453 32.4465822)",,,אפשטיין,,,,
34570690,residential,False,,True,76.43483214217844,"LINESTRING (34.9094182 32.4461367, 34.909633 32.4459505, 34.9098165 32.445552)",,,אפשטיין,,,,
34570845,residential,False,,False,379.46408343249357,"LINESTRING (34.9094182 32.4461367, 34.9093023 32.4460514, 34.9068682 32.4453049, 34.9068123 32.4453195, 34.9063861 32.4463037)",,,הכנרת,,,,
34570690,residential,False,,True,62.99794620752045,"LINESTRING (34.9098165 32.445552, 34.9100312 32.4450152)",,,אפשטיין,,,,
34570868,residential,False,,True,227.2293141448702,"LINESTRING (34.9098165 32.445552, 34.9075393 32.4448571)",,,"הרמב""ן",,,,
34570690,residential,False,,False,76.43483214217844,"LINESTRING (34.9098165 32.445552, 34.909633 32.4459505, 34.9094182 32.4461367)",,,אפשטיין,,,,
26807035,residential,False,,False,335.2102951968601,"LINESTRING (34.9066964 32.4507805, 34.9054982 32.4536205)",,,אופירה,,,,
34570674,tertiary,False,,False,89.24364446449023,"LINESTRING (34.9066964 32.4507805, 34.9075942 32.4510454)",,,חוף הכרמל,,,,
34570674,tertiary,False,,True,73.23160649573052,"LINESTRING (34.9066964 32.4507805, 34.9059636 32.4505539)",,,חוף הכרמל,,,,
206507189,trunk,True,4,False,21.97235309244198,"LINESTRING (34.9085687 32.4513198, 34.9086397 32.4511315)",2,,כביש חיפה רעננה,,,,
886871207,tertiary,True,,False,15.644302966123577,"LINESTRING (34.9085687 32.4513198, 34.9087113 32.4513927)",1,,חוף הכרמל,,,,
886871205,tertiary,True,,False,15.633475945337738,"LINESTRING (34.9087113 32.4513927, 34.908545 32.4513841)",1,,חוף הכרמל,,,,
206507022,trunk,True,4,False,415.9979735506723,"LINESTRING (34.9087113 32.4513927, 34.907809 32.4534605, 34.9072341 32.4549196)",2,,כביש חיפה רעננה,,,,
34604234,residential,False,,True,358.23133526588356,"LINESTRING (34.9063226 32.4540831, 34.9063459 32.4540274, 34.9074642 32.4513526, 34.9075942 32.4510454)",,,עמק יזרעאל,,,,
26807035,residential,False,,True,35.80960003046552,"LINESTRING (34.9053699 32.4539238, 34.9054982 32.4536205)",,,אופירה,,,,
34604178,residential,False,,True,100.81670163922766,"LINESTRING (34.9063498 32.4448196, 34.9053297 32.4445351)",,,הצנחנים,,,,
34570839,residential,True,,False,155.4307466607562,"LINESTRING (34.9063498 32.4448196, 34.9062026 32.4451989, 34.905796 32.4461368)",,,ביילינסון,,,,
34570839,residential,True,,False,187.14393097314905,"LINESTRING (34.905796 32.4461368, 34.905122 32.4477208)",,,ביילינסון,,,,
34570844,residential,False,,False,58.40043245302132,"LINESTRING (34.905796 32.4461368, 34.9063861 32.4463037)",,,התחיה,,,,
34570839,residential,True,,False,34.02858470066919,"LINESTRING (34.9064782 32.4445334, 34.9063498 32.4448196)",,,ביילינסון,,,,
34570868,residential,False,,False,105.87808797939276,"LINESTRING (34.9064782 32.4445334, 34.9075393 32.4448571)",,,"הרמב""ן",,,,
34570844,residential,False,,True,58.40043245302132,"LINESTRING (34.9063861 32.4463037, 34.905796 32.4461368)",,,התחיה,,,,
34570844,residential,False,,False,52.572636314948845,"LINESTRING (34.9063861 32.4463037, 34.9064366 32.4463192, 34.9069127 32.4464651)",,,התחיה,,,,
34570845,residential,False,,True,379.46408343249357,"LINESTRING (34.9063861 32.4463037, 34.9068123 32.4453195, 34.9068682 32.4453049, 34.9093023 32.4460514, 34.9094182 32.4461367)",,,הכנרת,,,,
34570844,residential,False,,False,201.75275498259055,"LINESTRING (34.9069127 32.4464651, 34.9089341 32.4470833)",,,התחיה,,,,
34570844,residential,False,,True,52.572636314948845,"LINESTRING (34.9069127 32.4464651, 34.9064366 32.4463192, 34.9063861 32.4463037)",,,התחיה,,,,
34570851,residential,False,,False,260.58628466236274,"LINESTRING (34.9069127 32.4464651, 34.9071071 32.4459894, 34.9071788 32.4459591, 34.9091453 32.4465822)",,,ים סוף,,,,
588215201,residential,False,,False,111.9159091595318,"LINESTRING (34.9037906 32.4481513, 34.9036788 32.448008, 34.9034522 32.4478127, 34.9035761 32.4474342, 34.9035503 32.4472667)",,,הכנסת,,,,
1361486264,tertiary,False,,False,135.20441411751528,"LINESTRING (34.9037906 32.4481513, 34.9038421 32.4482454, 34.904191 32.4491551, 34.9042175 32.4493096)",,,אוסישקין,,,,
1361486264,tertiary,False,,True,83.9518291938672,"LINESTRING (34.9037906 32.4481513, 34.9038164 32.4480426, 34.9040898 32.4474412)",,,אוסישקין,,,,
27098952,residential,True,,False,18.971672618184105,"LINESTRING (34.9185015 32.4350165, 34.9183537 32.4349001)",,,הרצל,,,,
34570178,residential,False,,True,130.2582275393257,"LINESTRING (34.9185015 32.4350165, 34.9188473 32.436151)",,,הרצל,,,,
886871096,tertiary,True,,False,180.7602933640041,"LINESTRING (34.9185015 32.4350165, 34.9176621 32.4352548, 34.9169274 32.4354633, 34.9168386 32.4354913, 34.9167745 32.4355158, 34.9166902 32.4355615)",,,אחד העם,,,,
34570628,residential,True,,False,214.00757649830138,"LINESTRING (34.9025901 32.4488371, 34.9026016 32.4487035, 34.902566 32.4485923, 34.9015526 32.4475263, 34.9014503 32.4474273, 34.9013128 32.447293)",,,"ש""י עגנון",,,,
34570657,tertiary,False,,False,161.72518855836182,"LINESTRING (34.9025901 32.4488371, 34.9026754 32.448844, 34.9027416 32.4488639, 34.9031952 32.4490009, 34.9042175 32.4493096)",,,המגינים,,,,
886871214,tertiary,False,,False,30.528970045401724,"LINESTRING (34.9025901 32.4488371, 34.9025196 32.4488511, 34.9024758 32.4488899, 34.9024063 32.4490386)",,,בר אילן,,,,
311765563,residential,False,,True,49.24089532866748,"LINESTRING (34.9081157 32.4504786, 34.9076206 32.4503318)",,,המגינים,,,,
122007928,residential,False,,True,63.466736148177894,"LINESTRING (34.9089192 32.448903, 34.9082837 32.4487076)",,,אהרונוביץ',,,,
182679534,residential,False,,True,154.16700187731075,"LINESTRING (34.9089192 32.448903, 34.9083497 32.4502035)",,,אשר פלד,,,,
122007928,residential,False,,False,47.538994225990656,"LINESTRING (34.9089192 32.448903, 34.9092665 32.4489948, 34.9094031 32.4490296)",,,אהרונוביץ',,,,
34570674,tertiary,False,,False,101.66570029156591,"LINESTRING (34.9043654 32.4501523, 34.9044939 32.4501549, 34.9046532 32.4501776, 34.9054056 32.45039)",,,חוף הכרמל,,,,
34713497,tertiary,True,,False,14.196631224328959,"LINESTRING (34.9043654 32.4501523, 34.9043597 32.4501839, 34.9043445 32.4502131, 34.9043209 32.450238, 34.9042904 32.4502569)",,,,roundabout,,,
27099683,residential,True,,False,108.83558479231034,"LINESTRING (34.9083764 32.4344815, 34.9084136 32.4344424, 34.9084679 32.4344115, 34.9085325 32.4343934, 34.9094873 32.4342657)",,,יהודי פקיעין,,,,
"[1362571176, 34551730]",residential,False,,True,230.22087124529338,"LINESTRING (34.9083764 32.4344815, 34.9083839 32.4345259, 34.9084284 32.434778, 34.9086687 32.4361326, 34.9086806 32.4362261, 34.9089348 32.4361906, 34.9090398 32.4361781)",,,"['מרדכי קוסטליץ', 'קלז']",,,,
"[1362571177, 28388074]",residential,False,,"[False, True]",429.31167633918557,"LINESTRING (34.9083764 32.4344815, 34.9083046 32.4344496, 34.9082096 32.4344321, 34.9081121 32.4344215, 34.9079698 32.4344165, 34.9059971 32.4347261, 34.9062669 32.4365254)",,,"['יהודי פקיעין', 'פרנק']",,,,
495817686,residential,False,,True,21.094396763097638,"LINESTRING (34.9224081 32.4414911, 34.922348 32.4413083)",,,שדרות רוטשילד,,,,
495817686,residential,False,,False,90.98085579682555,"LINESTRING (34.9224081 32.4414911, 34.9225475 32.4419111, 34.9226674 32.4422795)",,,שדרות רוטשילד,,,,
51385046,tertiary,False,,True,10.588831962878473,"LINESTRING (34.9274165 32.4393617, 34.9274465 32.4394535)",,,ירושלים,,,,
51385046,tertiary,False,,False,151.75199990896027,"LINESTRING (34.9274165 32.4393617, 34.9270913 32.4383651, 34.9270997 32.4382135, 34.9271343 32.4381196, 34.9271965 32.438058)",,,ירושלים,,,,
51385046,tertiary,False,,False,8.77279514790749,"LINESTRING (34.9280062 32.4411581, 34.9279783 32.4410828)",,,ירושלים,,,,
51385046,tertiary,False,,True,102.56656453730407,"LINESTRING (34.9280062 32.4411581, 34.9282744 32.4420523)",,,ירושלים,,,,
34605625,residential,False,,False,194.0306766671473,"LINESTRING (34.9280062 32.4411581, 34.9284635 32.4410445, 34.928534 32.4409998, 34.9285948 32.4409194, 34.9286332 32.4408164, 34.9286404 32.4406931, 34.9286333 32.4405538, 34.9285626 32.4402879, 34.9284669 32.4399653, 34.9284553 32.4398895, 34.9284727 32.4397699)",,,משה הס,,,,
34663540,living_street,False,,False,20.669953617494013,"LINESTRING (34.9554055 32.4157299, 34.9552001 32.4156629)",,,האשל,,,,
34713518,tertiary,True,,False,35.94866366257182,"LINESTRING (34.904081 32.4501184, 34.9040999 32.4497955)",,,אוסישקין,,,,
34713497,tertiary,True,,False,16.988709561266177,"LINESTRING (34.904081 32.4501184, 34.9040994 32.4500835, 34.9041296 32.4500551, 34.9041688 32.450036, 34.9042131 32.450028)",,,,roundabout,,,
122007922,tertiary,True,,False,28.165105632144062,"LINESTRING (34.9040999 32.4497955, 34.9041545 32.4499474, 34.9042131 32.450028)",,,אוסישקין,,,,
1361486264,tertiary,False,,True,55.21809792641674,"LINESTRING (34.9040999 32.4497955, 34.9041719 32.449441, 34.9042175 32.4493096)",,,אוסישקין,,,,
34713576,residential,False,,False,151.76689327763907,"LINESTRING (34.9029678 32.4534171, 34.903508 32.4521306)",,,"הגר""א",,,,
28148061,tertiary,True,,False,19.54421540729228,"LINESTRING (34.901314 32.451516, 34.9012452 32.4516819)",,,בר אילן,,,,
34713721,residential,False,,False,111.7686515127816,"LINESTRING (34.901314 32.451516, 34.9024466 32.4518273)",,,"האר""י",,,,
34713721,residential,False,,False,105.14762551137756,"LINESTRING (34.9024466 32.4518273, 34.903508 32.4521306)",,,"האר""י",,,,
34713721,residential,False,,True,111.7686515127816,"LINESTRING (34.9024466 32.4518273, 34.901314 32.451516)",,,"האר""י",,,,
"[122007924, 223523174]",tertiary,True,,False,259.7396986587263,"LINESTRING (34.9024466 32.4518273, 34.903005 32.4505102, 34.9040465 32.4508352)",,,עליית הנוער,,,,
34713576,residential,False,,False,152.647428348968,"LINESTRING (34.903508 32.4521306, 34.9040465 32.4508352)",,,"הגר""א",,,,
34713576,residential,False,,True,151.76689327763907,"LINESTRING (34.903508 32.4521306, 34.9029678 32.4534171)",,,"הגר""א",,,,
34713721,residential,False,,False,100.65573467283023,"LINESTRING (34.903508 32.4521306, 34.9045178 32.4524361)",,,"האר""י",,,,
34713721,residential,False,,True,105.14762551137756,"LINESTRING (34.903508 32.4521306, 34.9024466 32.4518273)",,,"האר""י",,,,
34713725,residential,False,,False,86.65812373438098,"LINESTRING (34.9003757 32.4514192, 34.9012452 32.4516819)",,,עולי הגרדום,,,,
28148061,tertiary,True,,False,74.30603015508191,"LINESTRING (34.9012452 32.4516819, 34.9009921 32.4523151)",,,בר אילן,,,,
34713725,residential,False,,True,86.65812373438098,"LINESTRING (34.9012452 32.4516819, 34.9003757 32.4514192)",,,עולי הגרדום,,,,
34713731,residential,False,,False,82.67751919619374,"LINESTRING (34.9006992 32.4507651, 34.9015283 32.4510168)",,,"לח""י",,,,
28148061,tertiary,True,,False,59.03846784671382,"LINESTRING (34.9015283 32.4510168, 34.901314 32.451516)",,,בר אילן,,,,
34713731,residential,False,,True,82.67751919619374,"LINESTRING (34.9015283 32.4510168, 34.9006992 32.4507651)",,,"לח""י",,,,
34570690,residential,False,,False,63.38744551795694,"LINESTRING (34.9087399 32.4476256, 34.9085238 32.4481657)",,,אפשטיין,,,,
34570690,residential,False,,True,62.994418293319335,"LINESTRING (34.9087399 32.4476256, 34.9089341 32.4470833)",,,אפשטיין,,,,
34713752,residential,False,,True,286.2222825963607,"LINESTRING (34.9087399 32.4476256, 34.9062048 32.446887, 34.9061585 32.4468577, 34.906158 32.4468019, 34.9062397 32.4466076)",,,ים המלח,,,,
34766508,living_street,False,,False,65.60728785201525,"LINESTRING (34.9559304 32.4159115, 34.9565055 32.4162468)",,,האשל,,,,
34766508,living_street,False,,True,65.60728785201525,"LINESTRING (34.9565055 32.4162468, 34.9559304 32.4159115)",,,האשל,,,,
368650370,residential,False,,False,44.12364048571342,"LINESTRING (34.9565055 32.4162468, 34.9568266 32.415957)",,,התות,,,,
368650370,residential,False,,True,65.21027230300126,"LINESTRING (34.9565055 32.4162468, 34.9560477 32.4166879)",,,התות,,,,
34766508,living_street,False,,False,157.0980724782512,"LINESTRING (34.9565055 32.4162468, 34.9569846 32.4166263, 34.9571635 32.4168231, 34.9574263 32.4171808, 34.9575068 32.4173574)",,,האשל,,,,
27099718,tertiary,False,,False,108.68420498449518,"LINESTRING (34.915578 32.4298959, 34.9155306 32.4289193)",,,יצחק בן צבי,,,,
27099718,tertiary,False,,True,58.82713956845832,"LINESTRING (34.915578 32.4298959, 34.9156134 32.4304241)",,,יצחק בן צבי,,,,
37208577,living_street,False,,False,197.67680043633175,"LINESTRING (34.915578 32.4298959, 34.9149806 32.4299006, 34.914916 32.4298509, 34.9148423 32.4286528)",,,הגיתית,,,,
37208576,residential,False,,False,120.44255032323645,"LINESTRING (34.9148423 32.4286528, 34.9141298 32.4287159, 34.9135894 32.4288604)",,,העוגב,,,,
37208577,living_street,False,,False,125.97919971480093,"LINESTRING (34.9148423 32.4286528, 34.9148203 32.4282588, 34.9147791 32.4275211)",,,הגיתית,,,,
37208577,living_street,False,,True,197.67680043633172,"LINESTRING (34.9148423 32.4286528, 34.914916 32.4298509, 34.9149806 32.4299006, 34.915578 32.4298959)",,,הגיתית,,,,
27100121,tertiary,False,,False,23.713796857516204,"LINESTRING (34.9197417 32.4279097, 34.9194944 32.4279534)",,,פיינברג,,,,
27100121,tertiary,False,,True,73.02421357864775,"LINESTRING (34.9197417 32.4279097, 34.9204957 32.4277477)",,,פיינברג,,,,
27100121,tertiary,False,,False,92.59858453159924,"LINESTRING (34.9165683 32.4285728, 34.9156201 32.4288029)",,,פיינברג,,,,
27100121,tertiary,False,,True,24.253067198032376,"LINESTRING (34.9165683 32.4285728, 34.9168176 32.4285154)",,,פיינברג,,,,
28590215,residential,False,,True,342.78683929300735,"LINESTRING (34.9165683 32.4285728, 34.916442 32.4267126, 34.9163593 32.4254951)",,,לוי אשכול,,,,
34766493,tertiary,False,,False,99.71512028149465,"LINESTRING (34.9509539 32.4235794, 34.9502708 32.4228926)",,,השיזף,,,,
37414164,tertiary,False,,False,232.19677286934706,"LINESTRING (34.9509539 32.4235794, 34.9517607 32.4229997, 34.9526791 32.4220918)",,,יציאת אירופה,,,,
37414164,tertiary,False,,True,346.7442501919429,"LINESTRING (34.9509539 32.4235794, 34.9506288 32.423818, 34.9504146 32.423981, 34.9503016 32.4240937, 34.9501776 32.4242574, 34.9501205 32.4244834, 34.9501452 32.4249339, 34.9504882 32.4263927)",,,יציאת אירופה,,,,
512759676,residential,False,,True,91.83120602705392,"LINESTRING (34.9509539 32.4235794, 34.9513308 32.4239587, 34.9514412 32.4242761)",,,השיזף,,,,
34766493,tertiary,False,,True,61.94328848129849,"LINESTRING (34.9498464 32.422466, 34.9502708 32.4228926)",,,השיזף,,,,
34570054,residential,False,,True,186.27763771524184,"LINESTRING (34.9498464 32.422466, 34.9501248 32.4222182, 34.9503418 32.4218638, 34.9504776 32.4216421, 34.9509652 32.4210943)",,,מורדי הגטאות,,,,
34766493,tertiary,False,,False,79.76867921404434,"LINESTRING (34.9498464 32.422466, 34.9495107 32.4222196, 34.9491788 32.4220237)",,,השיזף,,,,
34664079,tertiary,False,,True,56.55957567468906,"LINESTRING (34.9526791 32.4220918, 34.9532124 32.4223286)",,,השושנים,,,,
34664079,tertiary,False,,False,68.50434923201335,"LINESTRING (34.9526791 32.4220918, 34.9525228 32.4219773, 34.9523873 32.4218405, 34.9522354 32.4216108)",,,השושנים,,,,
37414164,tertiary,False,,True,232.19677286934706,"LINESTRING (34.9526791 32.4220918, 34.9517607 32.4229997, 34.9509539 32.4235794)",,,יציאת אירופה,,,,
34570004,tertiary,False,,False,331.8533596852169,"LINESTRING (34.9504882 32.4263927, 34.9510974 32.426234, 34.9513734 32.4261374, 34.9515896 32.4260762, 34.95182 32.4259789, 34.9523355 32.4256502, 34.9526273 32.425335, 34.9531046 32.4245993)",,,קיבוץ גלויות,,,,
37414164,tertiary,False,,False,346.7442501919429,"LINESTRING (34.9504882 32.4263927, 34.9501452 32.4249339, 34.9501205 32.4244834, 34.9501776 32.4242574, 34.9503016 32.4240937, 34.9504146 32.423981, 34.9506288 32.423818, 34.9509539 32.4235794)",,,יציאת אירופה,,,,
37414334,tertiary,False,,True,325.3201944556674,"LINESTRING (34.9504882 32.4263927, 34.9488521 32.4271198, 34.9480071 32.4274698, 34.9477482 32.4275486, 34.9473799 32.4276817)",,,העצמאות,,,,
51382979,residential,False,,True,54.16320031799573,"LINESTRING (34.944649 32.427552, 34.9450676 32.4272167)",,,מורדי הגטאות,,,,
37414180,residential,False,,False,100.69331479757084,"LINESTRING (34.944649 32.427552, 34.9447739 32.4277733, 34.9448549 32.4279472, 34.9449187 32.4281151, 34.9449623 32.4282672, 34.9449985 32.4284046)",,,"כ""ט בנובמבר",,,,
37414180,residential,False,,True,123.10139740248101,"LINESTRING (34.944649 32.427552, 34.9444386 32.4273499, 34.944216 32.4271688, 34.9439639 32.427008, 34.94367 32.4268215)",,,"כ""ט בנובמבר",,,,
37414347,tertiary,True,,False,25.092256283519138,"LINESTRING (34.9452411 32.4285172, 34.9452345 32.428562, 34.9452109 32.4286025, 34.9451729 32.4286343, 34.9451248 32.4286539, 34.9450717 32.4286592)",,,,roundabout,,,
1214740599,residential,False,,True,173.81795651990325,"LINESTRING (34.9452411 32.4285172, 34.9453695 32.4286132, 34.9462855 32.4293307, 34.9463645 32.4294373, 34.9464047 32.4295437, 34.9464105 32.4296698)",,,כ״ט בנובמבר,,,,
37414180,residential,False,,True,100.69331479757084,"LINESTRING (34.9449985 32.4284046, 34.9449623 32.4282672, 34.9449187 32.4281151, 34.9448549 32.4279472, 34.9447739 32.4277733, 34.944649 32.427552)",,,"כ""ט בנובמבר",,,,
37414347,tertiary,True,,False,25.620672439151647,"LINESTRING (34.9449985 32.4284046, 34.9450497 32.4283886, 34.9451043 32.4283879, 34.9451561 32.4284025, 34.9451991 32.4284309, 34.9452285 32.4284697)",,,,roundabout,,,
37414347,tertiary,True,,False,5.435409548008252,"LINESTRING (34.9452285 32.4284697, 34.9452374 32.428493, 34.9452411 32.4285172)",,,,roundabout,,,
1214552834,tertiary,False,,False,150.95873513694983,"LINESTRING (34.9452285 32.4284697, 34.9454522 32.4283972, 34.9458758 32.428232, 34.9463365 32.4280678, 34.9467019 32.4279262)",,,העצמאות,,,,
1362646074,residential,False,,True,70.18204126583903,"LINESTRING (34.9236066 32.4247661, 34.9228596 32.4247381)",,,ער אציל,,,,
51384010,residential,True,,False,302.2519516221364,"LINESTRING (34.9236066 32.4247661, 34.9238273 32.4256446, 34.9259818 32.4257207)",,,דקל הדום,,,,
43934273,residential,False,,True,130.82117226460622,"LINESTRING (34.9229115 32.4240708, 34.9215194 32.4240129)",,,האתרוג,,,,
1362575678,residential,False,,False,142.72978129204267,"LINESTRING (34.9229115 32.4240708, 34.9230082 32.4227898)",,,ההדר,,,,
1362575678,residential,False,,True,74.36021043487402,"LINESTRING (34.9229115 32.4240708, 34.9228596 32.4247381)",,,ההדר,,,,
43934273,residential,False,,False,238.90023618172626,"LINESTRING (34.9229115 32.4240708, 34.9239901 32.4241156, 34.9254537 32.4241765)",,,האתרוג,,,,
43934273,residential,False,,False,52.49359663617785,"LINESTRING (34.9254537 32.4241765, 34.9260123 32.4241997)",,,האתרוג,,,,
223380724,residential,False,,False,74.47126582180991,"LINESTRING (34.9254537 32.4241765, 34.9254251 32.4248458)",,,נחל כזיב,,,,
43934273,residential,False,,True,238.90023618172626,"LINESTRING (34.9254537 32.4241765, 34.9239901 32.4241156, 34.9229115 32.4240708)",,,האתרוג,,,,
28590271,residential,False,,True,79.24389967140011,"LINESTRING (34.9193904 32.4240337, 34.9195888 32.4247264)",,,השיטה,,,,
"[1364760033, 28590271]",residential,False,,"[False, True]",179.7859806493549,"LINESTRING (34.9193904 32.4240337, 34.9190383 32.4229938, 34.919084 32.4229022, 34.9195878 32.4228064)",,,"['ברנדייס', 'השיטה']",,,,
43934274,residential,False,,True,173.71043577276978,"LINESTRING (34.9193904 32.4240337, 34.9198657 32.42393, 34.9195878 32.4228064)",,,האורן,,,,
43934281,residential,False,,True,219.9845626934172,"LINESTRING (34.9206669 32.4227, 34.9230082 32.4227898)",,,ברנדייס,,,,
1364760032,residential,False,,False,83.27816911594466,"LINESTRING (34.9206669 32.4227, 34.9205787 32.4224618, 34.9203911 32.4219882)",,,האלון,,,,
1364760033,residential,False,,False,102.20111045534048,"LINESTRING (34.9206669 32.4227, 34.9201408 32.4227211, 34.9195878 32.4228064)",,,ברנדייס,,,,
43934281,residential,False,,False,219.9845626934172,"LINESTRING (34.9230082 32.4227898, 34.9206669 32.4227)",,,ברנדייס,,,,
1362575678,residential,False,,True,142.72978129204267,"LINESTRING (34.9230082 32.4227898, 34.9229115 32.4240708)",,,ההדר,,,,
43934281,residential,False,,True,230.9012364330303,"LINESTRING (34.9230082 32.4227898, 34.924776 32.4228763, 34.9254641 32.42291)",,,ברנדייס,,,,
1362575678,residential,False,,False,152.71741312677875,"LINESTRING (34.9230082 32.4227898, 34.9230316 32.4222258, 34.9230607 32.4214171)",,,ההדר,,,,
43934277,residential,False,,False,39.58023635161827,"LINESTRING (34.9191305 32.4273045, 34.9187089 32.4273126)",,,משה שרת,,,,
43934277,residential,False,,False,55.07970810817602,"LINESTRING (34.9187089 32.4273126, 34.9181221 32.427319)",,,משה שרת,,,,
43934277,residential,False,,True,39.58023635161827,"LINESTRING (34.9187089 32.4273126, 34.9191305 32.4273045)",,,משה שרת,,,,
1362573623,residential,False,,False,87.0882937827738,"LINESTRING (34.9187089 32.4273126, 34.9187509 32.428095)",,,משה שרת,,,,
1362573623,residential,False,,True,85.19491791778917,"LINESTRING (34.9187089 32.4273126, 34.9186708 32.4265471)",,,משה שרת,,,,
43934277,residential,False,,True,55.07970810817602,"LINESTRING (34.9181221 32.427319, 34.9187089 32.4273126)",,,משה שרת,,,,
1362573622,residential,False,,False,62.6412128463231,"LINESTRING (34.9180034 32.4265498, 34.9186708 32.4265471)",,,המורן,,,,
43934278,residential,False,,False,93.83318069877296,"LINESTRING (34.9186708 32.4265471, 34.9196697 32.4265125)",,,יעקב רבונה,,,,
43934279,residential,False,,True,83.6511076666292,"LINESTRING (34.9186708 32.4265471, 34.9186186 32.4257961)",,,משה שרת,,,,
1362573622,residential,False,,True,62.6412128463231,"LINESTRING (34.9186708 32.4265471, 34.9180034 32.4265498)",,,המורן,,,,
1362573623,residential,False,,False,85.19491791778917,"LINESTRING (34.9186708 32.4265471, 34.9187089 32.4273126)",,,משה שרת,,,,
43934278,residential,False,,True,93.83318069877296,"LINESTRING (34.9196697 32.4265125, 34.9186708 32.4265471)",,,יעקב רבונה,,,,
1362573624,residential,True,,False,155.50866939678318,"LINESTRING (34.9196697 32.4265125, 34.9197417 32.4279097)",,,השיטה,,,,
28590271,residential,False,,False,198.75063790348804,"LINESTRING (34.9196697 32.4265125, 34.9196235 32.4254922, 34.9195888 32.4247264)",,,השיטה,,,,
