osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,name,ref,junction,width,bridge,tunnel,access
182916581,residential,False,False,45.94588395004395,"LINESTRING (34.7824475 32.0121653, 34.7822136 32.0120001, 34.7820481 32.0119341)",,,גאולים,,,,,,
182916581,residential,False,True,95.00294085433072,"LINESTRING (34.7824475 32.0121653, 34.7829267 32.0125309, 34.7831965 32.0127368)",,,גאולים,,,,,,
182916619,residential,False,False,60.93419836852717,"LINESTRING (34.7845583 32.0128677, 34.7852039 32.0128427)",,,יוחאי בן נון,,,,,,
182916619,residential,False,True,96.6595134141698,"LINESTRING (34.7845583 32.0128677, 34.783536 32.0129328)",,,יוחאי בן נון,,,,,,
50848871,residential,False,False,116.23461883797884,"LINESTRING (34.7785723 32.0142968, 34.7791544 32.014184, 34.7797887 32.0141482)",2,,האלוף ברקאי,,,,,,
51432219,residential,True,False,22.90555050741969,"LINESTRING (34.7785723 32.0142968, 34.7785788 32.0143344, 34.7785697 32.0143715, 34.7785461 32.0144039, 34.778511 32.0144274, 34.7784491 32.0144405)",,,,,roundabout,,,,
52327854,residential,False,False,277.40383353714464,"LINESTRING (34.7784491 32.0144405, 34.7785712 32.0169331)",2,,יהושע חנקין,,,,,,
51432219,residential,True,False,29.29079316973572,"LINESTRING (34.7784491 32.0144405, 34.7784051 32.0144336, 34.7783664 32.0144145, 34.7783378 32.0143852, 34.7783227 32.0143495, 34.7783225 32.0143139, 34.7783371 32.014278, 34.7783653 32.0142485)",,,,,roundabout,,,,
118876549,residential,False,False,54.35183341702698,"LINESTRING (34.7800097 32.0141482, 34.7805859 32.0141333)",2,,האלוף ברקאי,,,,,,
51432223,residential,True,False,15.093908376046494,"LINESTRING (34.7800097 32.0141482, 34.7800006 32.0141799, 34.7799793 32.014207, 34.7799484 32.0142264, 34.7799051 32.014236)",,,,,roundabout,,,,
50848871,residential,False,True,116.23461883797884,"LINESTRING (34.7797887 32.0141482, 34.7791544 32.014184, 34.7785723 32.0142968)",2,,האלוף ברקאי,,,,,,
51432223,residential,True,False,10.873053336954591,"LINESTRING (34.7797887 32.0141482, 34.7797929 32.0141158, 34.77981 32.0140866, 34.7798378 32.0140641)",,,,,roundabout,,,,
182823406,residential,False,False,85.17994291253429,"LINESTRING (34.7837285 32.0149514, 34.7833824 32.0142438)",,,גאולים,,,,,,
182823406,residential,False,True,61.88613687840139,"LINESTRING (34.7837285 32.0149514, 34.7840938 32.0154138)",,,גאולים,,,,,,
51432225,residential,True,False,281.61277649886813,"LINESTRING (34.7837285 32.0149514, 34.784538 32.0145416, 34.7846347 32.0144743, 34.7846821 32.0144141, 34.7847077 32.0143019, 34.7847108 32.0142107, 34.7845583 32.0128677)",,,האלוף נחמיה תמרי,,,,,,
51432221,residential,False,False,52.9760890077931,"LINESTRING (34.7800736 32.016511, 34.7801325 32.0169848)",2,,ראש פינה,,,,,,
51432221,residential,False,True,52.92644472316104,"LINESTRING (34.7800736 32.016511, 34.7800109 32.016038)",2,,ראש פינה,,,,,,
51432320,residential,False,True,95.99061265865744,"LINESTRING (34.7800736 32.016511, 34.7810868 32.0164262)",,,ראש פינה,,,,,,
51432320,residential,False,False,95.99061265865744,"LINESTRING (34.7810868 32.0164262, 34.7800736 32.016511)",,,ראש פינה,,,,,,
109864771,residential,False,False,58.986295387974046,"LINESTRING (34.7926939 32.0127372, 34.7921837 32.0124302)",,,החרש,,,,,,
249122181,secondary,True,False,82.55751415039371,"LINESTRING (34.7926939 32.0127372, 34.7931731 32.0121158)",2,,שדרות ירושלים,,,,,,
32017791,tertiary,True,False,130.75971342818139,"LINESTRING (34.7916953 32.0118324, 34.7904798 32.0123986)",1,,ההסתדרות,,,,,,
182823408,residential,True,False,11.98838324580844,"LINESTRING (34.7916953 32.0118324, 34.791682 32.0117838, 34.7916892 32.0117262)",,,החרש,,,,,,
51437767,residential,True,False,56.69461056569354,"LINESTRING (34.7921843 32.0155235, 34.7919387 32.0150581)",,,יחזקאל,,,,,,
249122177,residential,True,False,156.7506308200421,"LINESTRING (34.7921843 32.0155235, 34.7918713 32.0156559, 34.791616 32.0157807, 34.7914545 32.0159128, 34.791254 32.0161175, 34.7909808 32.016452)",,,הנביאים,,,,,,
51437769,living_street,False,False,52.24623151009691,"LINESTRING (34.7881943 32.0171496, 34.7877809 32.0168367)",,,הסיירת,,,,,,
205279866,tertiary,True,False,61.44376977302886,"LINESTRING (34.7845421 32.015971, 34.7841211 32.0155492)",2,,גאולים,,,,,,
51338101,residential,True,False,48.30107117671518,"LINESTRING (34.786243 32.0151425, 34.7865328 32.0155007)",,,הכנסת,,,,,,
51437775,residential,True,False,47.79644303649235,"LINESTRING (34.7839063 32.0198517, 34.7842544 32.0195392)",1,,הקונגרס,,,,,,
51437776,residential,True,False,191.21754369378004,"LINESTRING (34.7839063 32.0198517, 34.7839561 32.0199328, 34.7844613 32.0202129, 34.7847908 32.0204778, 34.7854169 32.020981)",1,,הארז,,,,,,
205279867,tertiary,True,False,12.133032543505497,"LINESTRING (34.7864 32.0174885, 34.7863005 32.0174193)",1,,גאולים,,,,,,
204470893,residential,True,False,18.68779276615746,"LINESTRING (34.7864 32.0174885, 34.7864368 32.0174762, 34.786483 32.0174679, 34.7865339 32.0174659, 34.7865943 32.0174685)",1,,הקונגרס,,,,,,
48770475,secondary,True,False,43.525725521351404,"LINESTRING (34.7862664 32.0214873, 34.7864276 32.0211205)",2,,שדרות ירושלים,,,,,,
51437777,residential,False,True,52.09343529153316,"LINESTRING (34.7868223 32.0169929, 34.7871549 32.0166188)",,,הקונגרס,,,,,,
109864746,residential,True,False,228.55450591602266,"LINESTRING (34.7868223 32.0169929, 34.7861197 32.016587, 34.7860077 32.0164946, 34.7859626 32.016431, 34.7859267 32.0163606, 34.7858991 32.0163002, 34.7858975 32.0162217, 34.7859155 32.016157, 34.7859642 32.016077, 34.7865328 32.0155007)",,,העצמון,,,,,,
205279868,residential,True,False,56.06324917920169,"LINESTRING (34.7868223 32.0169929, 34.7865698 32.0173021, 34.7864691 32.0173976)",,,הקונגרס,,,,,,
51338197,residential,False,False,19.96469807296408,"LINESTRING (34.7921275 32.0149768, 34.7919387 32.0150581)",,,יחזקאל,,,,,,
249122177,residential,True,False,32.09795767558245,"LINESTRING (34.7908658 32.0167182, 34.7907737 32.0169961)",,,הנביאים,,,,,,
51437883,residential,False,False,104.56370869829507,"LINESTRING (34.7908658 32.0167182, 34.7908526 32.0167137, 34.7902395 32.0165058, 34.7901984 32.0164942, 34.7901593 32.0165684, 34.7901172 32.0166484, 34.7900595 32.0168037)",,,אלישע,,,,,,
168729857,residential,False,True,115.4683081172561,"LINESTRING (34.7991574 32.0179908, 34.7983962 32.0171773)",,,השופטים,,,,,,
168729857,residential,False,False,158.30153910181517,"LINESTRING (34.7991574 32.0179908, 34.7999486 32.0186938, 34.8003165 32.0190208)",,,השופטים,,,,,,
51480796,residential,True,False,80.2910187746976,"LINESTRING (34.7740582 32.0124083, 34.7738198 32.0117151)",1,,השר שפירא,,,,,,
51480804,residential,True,False,105.26063735595578,"LINESTRING (34.7740582 32.0124083, 34.7729612 32.012584)",1,,קלוזנר,,,,,,
51480796,residential,True,False,78.99651237892499,"LINESTRING (34.7736289 32.0111325, 34.7733836 32.0104532)",1,,השר שפירא,,,,,,
51480800,residential,False,True,87.96100268345508,"LINESTRING (34.7733836 32.0104532, 34.7724822 32.0106386, 34.772477 32.0106397)",1,,ראול ולנברג,,,,,,
83705726,residential,True,False,91.40470292865562,"LINESTRING (34.7733836 32.0104532, 34.7742191 32.0102668, 34.7743211 32.010244)",1,,ראול ולנברג,,,,,,
51480843,residential,True,False,42.6846890732735,"LINESTRING (34.7732528 32.0100857, 34.7733836 32.0104532)",1,,השר שפירא,,,,,,
"[51480797, 51480799]",residential,True,False,172.3232426017869,"LINESTRING (34.7732528 32.0100857, 34.7721524 32.0103316, 34.7719808 32.0097652)",1,,"['בובר', 'שי עגנון']",,,,,,
51480798,residential,False,True,56.75524137526022,"LINESTRING (34.7730774 32.0095151, 34.7736576 32.0093792)",1,,בר אילן,,,,,,
51480843,residential,True,False,65.56791286071878,"LINESTRING (34.7730774 32.0095151, 34.7732528 32.0100857)",1,,השר שפירא,,,,,,
51480845,residential,True,False,107.07177176164633,"LINESTRING (34.7719808 32.0097652, 34.7730774 32.0095151)",1,,בר אילן,,,,,,
51480844,residential,False,False,73.71924768457204,"LINESTRING (34.7719808 32.0097652, 34.7718164 32.0091821, 34.771799 32.0091204)",,,בובר,,,,,,
118761071,residential,False,False,56.195227752044474,"LINESTRING (34.771799 32.0091204, 34.771228 32.0092652)",,,פנחס לבון,,,,,,
51480844,residential,False,True,73.71924768457204,"LINESTRING (34.771799 32.0091204, 34.7718164 32.0091821, 34.7719808 32.0097652)",,,בובר,,,,,,
118761071,residential,False,True,63.1682969590062,"LINESTRING (34.771799 32.0091204, 34.7723606 32.0089749, 34.7724397 32.0089544)",,,פנחס לבון,,,,,,
51480800,residential,False,False,87.96100268345508,"LINESTRING (34.772477 32.0106397, 34.7724822 32.0106386, 34.7733836 32.0104532)",1,,ראול ולנברג,,,,,,
32016348,tertiary,True,False,113.60368135868693,"LINESTRING (34.7745001 32.0102619, 34.774684 32.0111312, 34.7747129 32.0112675)",,,ראובן ברקת,,,,,,
50812947,residential,False,False,130.94431666525148,"LINESTRING (34.7709381 32.011365, 34.7704593 32.011509, 34.7701456 32.011585, 34.7700863 32.0115994, 34.7696432 32.011668, 34.7696013 32.0116735)",,,העליה השניה,,,,,,
51480801,residential,True,False,235.61106500268585,"LINESTRING (34.7709381 32.011365, 34.7711875 32.0121554, 34.7713667 32.0129643, 34.7714554 32.0134179, 34.7714718 32.0134291)",,,ארלוזורוב,,,,,,
51480801,residential,True,False,93.729288770501,"LINESTRING (34.7715706 32.0109445, 34.7709299 32.0111122, 34.7708905 32.0111456, 34.7708797 32.0111809, 34.7709381 32.011365)",,,ארלוזורוב,,,,,,
118761040,residential,True,False,189.50635350651214,"LINESTRING (34.7715706 32.0109445, 34.7714046 32.0101585, 34.771228 32.0092652)",,,ביאליק,,,,,,
83633177,residential,False,True,55.85764686504622,"LINESTRING (34.7729612 32.012584, 34.7730572 32.0130797)",,,קדמן,,,,,,
83705705,residential,True,False,70.52309222673766,"LINESTRING (34.7729612 32.012584, 34.7727851 32.0119676)",1,,קדמן,,,,,,
83633177,residential,False,False,55.85764686504622,"LINESTRING (34.7730572 32.0130797, 34.7729612 32.012584)",,,קדמן,,,,,,
32016348,tertiary,True,False,88.90701793500781,"LINESTRING (34.7748897 32.0121403, 34.7749868 32.0126496, 34.775033 32.0128682, 34.7750458 32.0129288)",,,ראובן ברקת,,,,,,
51480804,residential,True,False,20.14255370984953,"LINESTRING (34.7748897 32.0121403, 34.7748358 32.012202, 34.7748004 32.0122351, 34.7747449 32.0122718)",1,,קלוזנר,,,,,,
51480798,residential,False,False,56.75524137526022,"LINESTRING (34.7736576 32.0093792, 34.7730774 32.0095151)",1,,בר אילן,,,,,,
50849398,residential,False,True,62.371980044122466,"LINESTRING (34.7685115 32.0132961, 34.7686121 32.0138505)",,,חיים סירני,,,,,,
51486511,residential,True,False,165.05765536781337,"LINESTRING (34.7685115 32.0132961, 34.7684029 32.0126639, 34.7682592 32.0118272)",,,חיים סירני,,,,,,
50812947,residential,False,False,51.566115796341116,"LINESTRING (34.7670259 32.0120063, 34.7664878 32.0120892)",,,העליה השניה,,,,,,
50812947,residential,False,True,62.52599935781865,"LINESTRING (34.7670259 32.0120063, 34.7676805 32.0119163)",,,העליה השניה,,,,,,
"[194266643, 194266646]",residential,True,False,158.5006159629342,"LINESTRING (34.7670259 32.0120063, 34.7671179 32.0128368, 34.7678037 32.0127298)",,,"['הי""ד', 'מורדי הגטאות']",,,,,,
51486499,residential,True,False,91.19998745729869,"LINESTRING (34.7678037 32.0127298, 34.7676805 32.0119163)",,,בורוכוב,,,,,,
51486501,residential,False,True,28.038145460999658,"LINESTRING (34.7678037 32.0127298, 34.7680987 32.012698)",,,מורדי הגטאות,,,,,,
50812947,residential,False,False,62.52599935781865,"LINESTRING (34.7676805 32.0119163, 34.7670259 32.0120063)",,,העליה השניה,,,,,,
"[223132104, 194266650, 194266646]",residential,True,False,354.6574216016596,"LINESTRING (34.7676805 32.0119163, 34.7674748 32.0105822, 34.7671323 32.0106365, 34.7668435 32.0107287, 34.7670259 32.0120063)",,,"['בורוכוב', 'הי""ד']",,,,,,
50812947,residential,False,True,55.45582620160162,"LINESTRING (34.7676805 32.0119163, 34.7682592 32.0118272)",,,העליה השניה,,,,,,
51486501,residential,False,False,28.038145460999658,"LINESTRING (34.7680987 32.012698, 34.7678037 32.0127298)",,,מורדי הגטאות,,,,,,
51486503,residential,True,False,55.77257156039099,"LINESTRING (34.7666017 32.0136034, 34.7660145 32.013664)",,,"החי""ל",,,,,,
51486504,residential,False,False,62.01141960530691,"LINESTRING (34.7666017 32.0136034, 34.7666407 32.0141601)",,,החלוץ,,,,,,
51486505,residential,True,False,183.282345418615,"LINESTRING (34.7666017 32.0136034, 34.768466 32.013305, 34.7685115 32.0132961)",,,"החי""ל",,,,,,
162499519,residential,True,False,108.20611424914408,"LINESTRING (34.766087 32.0083967, 34.7662186 32.0093634)",,,קצנלסון,,,,,,
51336943,residential,False,True,59.270452154565824,"LINESTRING (34.7685421 32.0098344, 34.7679168 32.009889)",,,דוד רמז,,,,,,
51336943,residential,False,False,71.18926770623236,"LINESTRING (34.7685421 32.0098344, 34.7691796 32.0097272, 34.7692827 32.0097099)",,,דוד רמז,,,,,,
51486509,residential,True,False,162.95268495424307,"LINESTRING (34.7685421 32.0098344, 34.7684609 32.0092977, 34.7683659 32.0088397, 34.7682632 32.0085706, 34.7681761 32.0084103)",,,עמל,,,,,,
51486510,residential,True,False,214.23126489778167,"LINESTRING (34.7685421 32.0098344, 34.7686479 32.0105032, 34.7688805 32.0117394)",,,סירקין,,,,,,
50812947,residential,False,False,59.38826862068422,"LINESTRING (34.7688805 32.0117394, 34.7682592 32.0118272)",,,העליה השניה,,,,,,
50812947,residential,False,True,68.35771809976721,"LINESTRING (34.7688805 32.0117394, 34.7695702 32.0116754, 34.7696013 32.0116735)",,,העליה השניה,,,,,,
"[51486497, 51486510]",residential,True,False,220.70961661829466,"LINESTRING (34.7688805 32.0117394, 34.7690962 32.0132097, 34.7685115 32.0132961)",,,"['סירקין', 'החי""ל']",,,,,,
51337509,residential,True,False,78.54588475191063,"LINESTRING (34.7658394 32.0066054, 34.765883 32.0068156, 34.7659837 32.0073011)",,,הוגו ארנסט,,,,,,
50849134,residential,False,True,130.5508429030411,"LINESTRING (34.7652827 32.0062421, 34.7652348 32.006912, 34.7646552 32.0070187)",,,העבודה,,,,,,
50805963,residential,True,False,69.62888334216996,"LINESTRING (34.7677028 32.0069021, 34.7684113 32.0067256)",,,הציונות,,,,,,
51486512,residential,True,False,248.23360166282401,"LINESTRING (34.7677028 32.0069021, 34.7675246 32.0061771, 34.7669733 32.0063172, 34.7663299 32.0064808, 34.7658394 32.0066054)",,,הוגו ארנסט,,,,,,
51486691,residential,False,True,43.720157907774684,"LINESTRING (34.7641111 32.0131953, 34.7641015 32.0135884)",,,שדה בוקר,,,,,,
156497836,residential,False,True,74.23144205628195,"LINESTRING (34.7641111 32.0131953, 34.7648984 32.0131982)",,,חלץ,,,,,,
51486691,residential,False,False,53.83423343670068,"LINESTRING (34.7641111 32.0131953, 34.7641705 32.012905, 34.7641809 32.0127157)",,,שדה בוקר,,,,,,
156497836,residential,False,False,99.81816461769884,"LINESTRING (34.7641111 32.0131953, 34.7636385 32.0132009, 34.7635593 32.013202, 34.7630526 32.0131924)",,,חלץ,,,,,,
51486688,residential,False,False,108.87650042707736,"LINESTRING (34.7627666 32.0062799, 34.7628094 32.0066148, 34.762947 32.0072464)",,,עין גדי,,,,,,
50849134,residential,False,True,94.56206538944605,"LINESTRING (34.762947 32.0072464, 34.7619613 32.0074031)",,,העבודה,,,,,,
50849134,residential,False,False,154.37649726647692,"LINESTRING (34.762947 32.0072464, 34.7638445 32.0071286, 34.7644642 32.0070423, 34.7645639 32.0070284)",,,העבודה,,,,,,
51486688,residential,False,False,63.214062046202244,"LINESTRING (34.762947 32.0072464, 34.7630074 32.0075764, 34.7630496 32.0078082)",,,עין גדי,,,,,,
51486688,residential,False,True,108.87650042707736,"LINESTRING (34.762947 32.0072464, 34.7628094 32.0066148, 34.7627666 32.0062799)",,,עין גדי,,,,,,
122658489,residential,False,False,35.09182784796242,"LINESTRING (34.7621851 32.0082724, 34.7620913 32.007967)",,,יוטבתה,,,,,,
51486691,residential,False,False,43.720157907774684,"LINESTRING (34.7641015 32.0135884, 34.7641111 32.0131953)",,,שדה בוקר,,,,,,
51486691,residential,False,True,53.83423343670068,"LINESTRING (34.7641809 32.0127157, 34.7641705 32.012905, 34.7641111 32.0131953)",,,שדה בוקר,,,,,,
51486766,residential,True,False,102.65479820572027,"LINESTRING (34.76459 32.0016488, 34.7645915 32.0017113, 34.7646112 32.0025205, 34.7646118 32.0025455, 34.7646124 32.0025718)",,,זרובבל,,,,,,
165103246,residential,False,False,91.34061200966798,"LINESTRING (34.7646124 32.0025718, 34.764316 32.0025822, 34.7636441 32.0025722)",,,ארבע ארצות,,,,,,
165103246,residential,False,True,113.78755987587355,"LINESTRING (34.7646124 32.0025718, 34.7650577 32.0026524, 34.7657925 32.0027855)",,,ארבע ארצות,,,,,,
165103246,residential,False,True,46.52535750952265,"LINESTRING (34.7657925 32.0027855, 34.7662374 32.0029664)",,,ארבע ארצות,,,,,,
51486767,residential,False,False,113.8271111263078,"LINESTRING (34.7657925 32.0027855, 34.7659392 32.002233, 34.7659495 32.0022023, 34.766079 32.0017913)",,,דולפין,,,,,,
165103246,residential,False,False,113.78755987587355,"LINESTRING (34.7657925 32.0027855, 34.7650577 32.0026524, 34.7646124 32.0025718)",,,ארבע ארצות,,,,,,
51486767,residential,False,True,113.82711112630781,"LINESTRING (34.766079 32.0017913, 34.7659495 32.0022023, 34.7659392 32.002233, 34.7657925 32.0027855)",,,דולפין,,,,,,
51486768,residential,False,True,102.53225854269103,"LINESTRING (34.766079 32.0017913, 34.7661326 32.0017036, 34.7670349 32.0019461, 34.7670581 32.0019523)",,,לויתן,,,,,,
165103253,residential,True,False,141.48762310065686,"LINESTRING (34.766079 32.0017913, 34.7651879 32.0016737, 34.7646381 32.0016508, 34.76459 32.0016488)",,,מסילת העולים,,,,,,
51486768,residential,False,False,102.53225854269103,"LINESTRING (34.7670581 32.0019523, 34.7670349 32.0019461, 34.7661326 32.0017036, 34.766079 32.0017913)",,,לויתן,,,,,,
51486770,residential,True,False,8.220863839785485,"LINESTRING (34.7666003 32.0030764, 34.766607 32.0031129, 34.7665986 32.0031492)",,,,,roundabout,,,,
165103260,residential,True,False,21.924550803660317,"LINESTRING (34.7666003 32.0030764, 34.7666654 32.0030776, 34.7668325 32.003086)",,,יהודה הנשיא,,,,,,
50849194,residential,True,False,70.4653352323938,"LINESTRING (34.7664906 32.0032169, 34.7664636 32.003272, 34.7664667 32.0033036, 34.766581 32.0038372)",,,ארבע ארצות,,,,,,
51486770,residential,True,False,21.731690198925055,"LINESTRING (34.7664906 32.0032169, 34.7664473 32.0032131, 34.7664081 32.003197, 34.7663777 32.0031704, 34.7663574 32.0031261, 34.7663587 32.0030891)",,,,,roundabout,,,,
51337868,residential,False,False,214.2804925538838,"LINESTRING (34.7607665 32.0025004, 34.760847 32.0028902, 34.7608577 32.0029495, 34.7611402 32.0040746, 34.7612167 32.004389)",,,הגאונים,,,,,,
51337868,residential,False,True,66.08417577114307,"LINESTRING (34.7607665 32.0025004, 34.7606911 32.0020422, 34.7606696 32.0019118)",,,הגאונים,,,,,,
51337868,residential,False,False,132.72006884411854,"LINESTRING (34.7612167 32.004389, 34.761267 32.0045897, 34.7616225 32.005531)",,,הגאונים,,,,,,
51337868,residential,False,True,214.28049255388376,"LINESTRING (34.7612167 32.004389, 34.7611402 32.0040746, 34.7608577 32.0029495, 34.760847 32.0028902, 34.7607665 32.0025004)",,,הגאונים,,,,,,
51486772,residential,False,False,50.05543253479902,"LINESTRING (34.7626144 32.0028018, 34.7620974 32.0029039)",,,המגיד,,,,,,
165344614,residential,False,False,14.591916306966981,"LINESTRING (34.7626144 32.0028018, 34.7625901 32.0026722)",,,הסנהדרין,,,,,,
165344614,residential,False,True,60.909182367903256,"LINESTRING (34.7626144 32.0028018, 34.7626804 32.0030343, 34.7627742 32.0033325)",,,הסנהדרין,,,,,,
51486773,residential,True,False,165.6033960884174,"LINESTRING (34.7625116 32.0023332, 34.7607665 32.0025004)",,,המתמיד,,,,,,
165344613,residential,True,False,65.60611168713181,"LINESTRING (34.7625116 32.0023332, 34.7624833 32.0018449, 34.762481 32.0018046, 34.7624775 32.0017439)",,,הסנהדרין,,,,,,
165103246,residential,False,False,100.00815994565595,"LINESTRING (34.7636441 32.0025722, 34.7625901 32.0026722)",,,ארבע ארצות,,,,,,
51486905,residential,True,False,228.91001938033895,"LINESTRING (34.7636441 32.0025722, 34.7638246 32.0033353, 34.763912 32.0035834, 34.7641516 32.0039175, 34.7642515 32.0039713, 34.7643269 32.0039858, 34.764378 32.0040002, 34.7645231 32.0044005)",,,שיבת ציון,,,,,,
165103246,residential,False,True,91.34061200966798,"LINESTRING (34.7636441 32.0025722, 34.764316 32.0025822, 34.7646124 32.0025718)",,,ארבע ארצות,,,,,,
51494415,residential,False,True,50.144942370097596,"LINESTRING (34.7627742 32.0033325, 34.7622646 32.0034614)",,,"חב""ד",,,,,,
165344614,residential,False,True,57.71143132196501,"LINESTRING (34.7627742 32.0033325, 34.7629982 32.0038155)",,,הסנהדרין,,,,,,
165344614,residential,False,False,60.909182367903256,"LINESTRING (34.7627742 32.0033325, 34.7626804 32.0030343, 34.7626144 32.0028018)",,,הסנהדרין,,,,,,
51486906,residential,False,False,78.23491838947773,"LINESTRING (34.7688434 32.003998, 34.7680929 32.0040823, 34.7680209 32.0040904)",,,שבטי ישראל,,,,,,
51486906,residential,False,True,5.40777033182098,"LINESTRING (34.7679642 32.0040977, 34.7680209 32.0040904)",,,שבטי ישראל,,,,,,
156497845,tertiary,True,False,131.3197409695082,"LINESTRING (34.7679642 32.0040977, 34.7679583 32.0040681, 34.7677814 32.0029565, 34.767764 32.0029312)",2,,יוסף אהרונוביץ',,,,,,
51494415,residential,False,False,50.144942370097596,"LINESTRING (34.7622646 32.0034614, 34.7627742 32.0033325)",,,"חב""ד",,,,,,
51505436,residential,False,True,88.8439376609563,"LINESTRING (34.7931676 32.0056601, 34.7940044 32.0056576, 34.7941098 32.0056586)",,,שער האריות,,,,,,
229913536,residential,False,False,247.73125742688887,"LINESTRING (34.7931676 32.0056601, 34.7932111 32.0068683, 34.7932105 32.0069365, 34.7932012 32.0078874)",,,הר הצופים,,,,,,
229913536,residential,False,True,96.5907886741389,"LINESTRING (34.7931676 32.0056601, 34.7931607 32.0051668, 34.7931555 32.0047915)",,,הר הצופים,,,,,,
229913536,residential,False,True,62.92397595468636,"LINESTRING (34.7932341 32.0084526, 34.7932012 32.0078874)",,,הר הצופים,,,,,,
30715395,residential,False,False,214.47058380806288,"LINESTRING (34.7932341 32.0084526, 34.7936732 32.0084405, 34.7940137 32.008431, 34.7940441 32.0084302, 34.7940661 32.0084296, 34.7946603 32.0084132, 34.7950415 32.0084027, 34.7952462 32.0080475)",1,,ששת הימים,,,,,,
30715395,residential,False,True,87.22669913542839,"LINESTRING (34.7932341 32.0084526, 34.7928713 32.0084626, 34.7923095 32.0084781)",1,,ששת הימים,,,,,,
30715395,residential,False,False,25.225572168703827,"LINESTRING (34.7960353 32.0065614, 34.7961559 32.0063589)",1,,ששת הימים,,,,,,
30715395,residential,False,True,89.01128866395752,"LINESTRING (34.7960353 32.0065614, 34.7956356 32.0072866)",1,,ששת הימים,,,,,,
"[51505435, 51505428]",residential,False,True,201.58962687747345,"LINESTRING (34.7960353 32.0065614, 34.7959689 32.0065341, 34.7958808 32.0065188, 34.7944944 32.0065222, 34.7944897 32.0068131, 34.7944867 32.0070011, 34.7944863 32.0070206)",,,"['משה סנה', 'חביבה רייך']",,,,,,
52329253,residential,False,True,89.21182812916904,"LINESTRING (34.7972098 32.0064885, 34.7972093 32.0072908)",,,השילוח,,,,,,
"[51505429, 52329253]",residential,False,False,155.9704415589481,"LINESTRING (34.7972098 32.0064885, 34.797232 32.0057051, 34.7972337 32.0056466, 34.7978947 32.0056489)",,,השילוח,,,,,,
"[52329254, 51505430]",residential,False,False,155.16263940543618,"LINESTRING (34.7972098 32.0064885, 34.7978861 32.0064705, 34.7978947 32.0056489)",,,מגידו,,,,,,
52329254,residential,False,True,102.28034624349783,"LINESTRING (34.7972098 32.0064885, 34.7966297 32.0064822, 34.7965747 32.006479, 34.7964477 32.0064692, 34.7963294 32.0064423, 34.7961559 32.0063589)",,,מגידו,,,,,,
51505429,residential,False,False,43.64841907840516,"LINESTRING (34.7978947 32.0056489, 34.7983576 32.0056501)",,,השילוח,,,,,,
"[52329253, 51505429]",residential,False,True,155.9704415589481,"LINESTRING (34.7978947 32.0056489, 34.7972337 32.0056466, 34.797232 32.0057051, 34.7972098 32.0064885)",,,השילוח,,,,,,
"[52329254, 51505430]",residential,False,True,155.16263940543618,"LINESTRING (34.7978947 32.0056489, 34.7978861 32.0064705, 34.7972098 32.0064885)",,,מגידו,,,,,,
51505429,residential,False,True,43.64841907840516,"LINESTRING (34.7983576 32.0056501, 34.7978947 32.0056489)",,,השילוח,,,,,,
30715395,residential,False,False,92.23177265091938,"LINESTRING (34.7952462 32.0080475, 34.7956356 32.0072866)",1,,ששת הימים,,,,,,
30715395,residential,False,True,214.47058380806288,"LINESTRING (34.7952462 32.0080475, 34.7950415 32.0084027, 34.7946603 32.0084132, 34.7940661 32.0084296, 34.7940441 32.0084302, 34.7940137 32.008431, 34.7936732 32.0084405, 34.7932341 32.0084526)",1,,ששת הימים,,,,,,
"[51505432, 51505435]",residential,False,"[False, True]",158.09451964684845,"LINESTRING (34.7952462 32.0080475, 34.7944663 32.0080466, 34.7944756 32.0072862)",,,חביבה רייך,,,,,,
52329256,residential,False,False,184.46883553062526,"LINESTRING (34.7952462 32.0080475, 34.7958403 32.0080521, 34.7962678 32.0080553, 34.7962895 32.0080555, 34.7963421 32.0079198, 34.7963551 32.0072885)",,,התעלה,,,,,,
52329255,residential,False,False,80.54401863532075,"LINESTRING (34.7963551 32.0072885, 34.7972093 32.0072908)",,,השילוח,,,,,,
52329255,residential,False,True,67.84290750608493,"LINESTRING (34.7963551 32.0072885, 34.7956356 32.0072866)",,,השילוח,,,,,,
52329256,residential,False,True,184.46883553062523,"LINESTRING (34.7963551 32.0072885, 34.7963421 32.0079198, 34.7962895 32.0080555, 34.7962678 32.0080553, 34.7958403 32.0080521, 34.7952462 32.0080475)",,,התעלה,,,,,,
51505434,residential,False,False,109.37789938213233,"LINESTRING (34.7944756 32.0072862, 34.7956356 32.0072866)",,,גולדשטיין,,,,,,
51505435,residential,False,False,29.560776823163508,"LINESTRING (34.7944756 32.0072862, 34.7944837 32.0071843, 34.7944863 32.0070206)",,,חביבה רייך,,,,,,
"[51505432, 51505435]",residential,False,"[False, True]",158.09451964684845,"LINESTRING (34.7944756 32.0072862, 34.7944663 32.0080466, 34.7952462 32.0080475)",,,חביבה רייך,,,,,,
30715395,residential,False,False,89.01128866395752,"LINESTRING (34.7956356 32.0072866, 34.7960353 32.0065614)",1,,ששת הימים,,,,,,
30715395,residential,False,True,92.23177265091938,"LINESTRING (34.7956356 32.0072866, 34.7952462 32.0080475)",1,,ששת הימים,,,,,,
