osmid,highway,name,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width,access,bridge
98869590,residential,מבוא ברוש,False,False,85.60629678315188,"LINESTRING (34.8768939 32.0338582, 34.8769492 32.0338349, 34.877707 32.0335153)",,,,,,,
83801047,residential,דרך החורש,False,False,64.94426818158722,"LINESTRING (34.8784559 32.0327171, 34.8777685 32.0327563)",,,,,,,
83801047,residential,דרך החורש,False,True,208.09616844458353,"LINESTRING (34.8784559 32.0327171, 34.8785817 32.0327127, 34.8791979 32.0326593, 34.8795092 32.0326235, 34.8797533 32.032617, 34.8799245 32.0326124, 34.880095 32.0326079, 34.8806569 32.0325988)",,,,,,,
98869585,residential,מבוא אלה,False,False,102.90881734178676,"LINESTRING (34.8766457 32.0334098, 34.8766924 32.0333893, 34.8774234 32.0330693, 34.8776175 32.0330744, 34.8776397 32.033075)",,,,,,,
98870018,residential,הדגנים,False,True,51.28284565335093,"LINESTRING (34.881223 32.0340272, 34.8817411 32.0338865)",,,,,,,
296614012,tertiary,שדרות מנחם בגין,True,False,96.27359375343647,"LINESTRING (34.881223 32.0340272, 34.8813766 32.0345314, 34.8814784 32.0348655)",,,,,,,
98869549,residential,דרך החורש,False,True,20.579710992628648,"LINESTRING (34.8777589 32.0352426, 34.877563 32.0353243)",,,,,,,
98870026,residential,מבוא יסמין,False,True,105.70479078190135,"LINESTRING (34.8777589 32.0352426, 34.8782589 32.0360935)",,,,,,,
98869549,residential,דרך החורש,False,False,75.16244191144077,"LINESTRING (34.8777589 32.0352426, 34.8782639 32.0349832, 34.8784382 32.0348887)",,,,,,,
240601352,residential,הרצוג,False,False,34.879377046204965,"LINESTRING (34.882775 32.0346395, 34.8824283 32.0347491)",,,,,,,
240601352,residential,הרצוג,False,True,18.874202537555963,"LINESTRING (34.882775 32.0346395, 34.8829627 32.0345804)",,,,,,,
240601377,residential,הורדים,False,True,116.16243937598591,"LINESTRING (34.882775 32.0346395, 34.882992 32.0351547, 34.8831086 32.0356424)",,,,,,,
98870010,residential,חבצלת,False,True,101.58833362077208,"LINESTRING (34.8793209 32.0364875, 34.8793601 32.0355745)",,,,,,,
240599053,residential,מבוא זהבית,False,False,57.95883775587489,"LINESTRING (34.8793209 32.0364875, 34.8799336 32.0365313)",,,,,,,
"[240599053, 98870022]",residential,"['מבוא זהבית', 'מבוא טופח']",False,True,177.6663020269095,"LINESTRING (34.8793209 32.0364875, 34.8787003 32.036443, 34.8787193 32.0353733)",,,,,,,
240601352,residential,הרצוג,False,False,73.79600575134631,"LINESTRING (34.8824283 32.0347491, 34.8817133 32.0350194)",,,,,,,
240601352,residential,הרצוג,False,True,34.879377046204965,"LINESTRING (34.8824283 32.0347491, 34.882775 32.0346395)",,,,,,,
240601380,residential,ארבעת המינים,False,True,60.546020959486526,"LINESTRING (34.8824283 32.0347491, 34.8825588 32.0350291, 34.8826443 32.0352615)",,,,,,,
98870015,residential,הרב חיים סינואני,False,False,68.25067481383289,"LINESTRING (34.8852288 32.0343512, 34.8859528 32.0343446)",,,,,,,
98869589,residential,אנילביץ',False,False,165.5445606174759,"LINESTRING (34.8848712 32.0324149, 34.8844181 32.0324317, 34.883129 32.0325904)",,,,,,,
98869589,residential,אנילביץ',False,True,93.05789332858508,"LINESTRING (34.8848712 32.0324149, 34.8850052 32.0324219, 34.8852559 32.0324492, 34.8858424 32.0325572)",,,,,,,
98870009,residential,המייסדים,True,False,146.515531290382,"LINESTRING (34.8848712 32.0324149, 34.8849178 32.0328639, 34.8849554 32.0328982, 34.885922 32.032931)",,,,,,,
98870026,residential,מבוא יסמין,False,False,105.70479078190135,"LINESTRING (34.8782589 32.0360935, 34.8777589 32.0352426)",,,,,,,
98870027,residential,מבוא ברוניקה,False,False,108.84346553292373,"LINESTRING (34.8816158 32.0361576, 34.8805595 32.036553)",,,,,,,
98870018,residential,הדגנים,False,False,94.13334029977077,"LINESTRING (34.8811689 32.0311112, 34.8812386 32.0316157, 34.8813449 32.0319421)",,,,,,,
98870028,residential,חיטה,False,True,36.48512893103479,"LINESTRING (34.8815584 32.0344584, 34.8819178 32.0343366)",,,,,,,
"[240599053, 98870022]",residential,"['מבוא זהבית', 'מבוא טופח']",False,False,177.6663020269095,"LINESTRING (34.8787193 32.0353733, 34.8787003 32.036443, 34.8793209 32.0364875)",,,,,,,
1239656739,tertiary,העצמאות,False,False,177.23029705685133,"LINESTRING (34.8840906 32.0279879, 34.882237 32.0277216)",2,,,,,,
98869546,residential,יעקב בר סימנטוב,False,False,320.5017064551649,"LINESTRING (34.8840906 32.0279879, 34.8840622 32.0282072, 34.8840195 32.0282471, 34.8839529 32.0282701, 34.8833459 32.0283161, 34.8832008 32.02836, 34.8830401 32.0284616, 34.8828452 32.0286126, 34.8827491 32.0287675, 34.882683 32.0289181, 34.8826145 32.0291722, 34.8825895 32.0294849, 34.8825812 32.0300809)",,,,,,,
1239656739,tertiary,העצמאות,False,True,145.53120672877063,"LINESTRING (34.8840906 32.0279879, 34.8847128 32.0280774, 34.8856144 32.0281976)",2,,,,,,
98870014,residential,מבוא האירוס,False,False,20.734989635011324,"LINESTRING (34.8805595 32.036553, 34.88055 32.0367393)",,,,,,,
98870014,residential,מבוא האירוס,False,True,64.8097996445424,"LINESTRING (34.8805595 32.036553, 34.8805893 32.0359707)",,,,,,,
98870027,residential,מבוא ברוניקה,False,True,108.84346553292373,"LINESTRING (34.8805595 32.036553, 34.8816158 32.0361576)",,,,,,,
98870014,residential,מבוא האירוס,False,True,20.734989635011324,"LINESTRING (34.88055 32.0367393, 34.8805595 32.036553)",,,,,,,
240599053,residential,מבוא זהבית,False,False,48.888236163253666,"LINESTRING (34.88055 32.0367393, 34.8809685 32.036999)",,,,,,,
240599053,residential,מבוא זהבית,False,True,65.49890468883275,"LINESTRING (34.88055 32.0367393, 34.8802881 32.0365567, 34.8799336 32.0365313)",,,,,,,
98870016,residential,מבוא הרדוף,False,False,70.88829218229148,"LINESTRING (34.8815831 32.0373664, 34.8809685 32.036999)",,,,,,,
98870032,residential,ורבנה,False,True,61.460477615118535,"LINESTRING (34.8815831 32.0373664, 34.8821811 32.0371461)",,,,,,,
98870016,residential,מבוא הרדוף,False,True,102.51400704130171,"LINESTRING (34.8815831 32.0373664, 34.8822354 32.0377754, 34.8824876 32.0376799)",,,,,,,
98870010,residential,חבצלת,False,False,101.58833362077208,"LINESTRING (34.8793601 32.0355745, 34.8793209 32.0364875)",,,,,,,
98870006,residential,"ניל""י",False,True,47.649102592374014,"LINESTRING (34.8831086 32.0356424, 34.883613 32.0356142)",,,,,,,
240601377,residential,הורדים,False,False,116.16243937598591,"LINESTRING (34.8831086 32.0356424, 34.882992 32.0351547, 34.882775 32.0346395)",,,,,,,
"[240601377, 83801041]",residential,"['ביאליק', 'הורדים']",False,"[False, True]",166.87647443015877,"LINESTRING (34.8831086 32.0356424, 34.8832006 32.0362134, 34.8832209 32.0362648, 34.8832723 32.0363132, 34.8833528 32.0363269, 34.8834415 32.0363239, 34.8836975 32.03631, 34.8842188 32.0362818)",,,,,,,
240599053,residential,מבוא זהבית,False,True,57.95883775587489,"LINESTRING (34.8799336 32.0365313, 34.8793209 32.0364875)",,,,,,,
98870023,residential,פרחי הבר,False,True,126.09537467329744,"LINESTRING (34.8799336 32.0365313, 34.8799564 32.0356355, 34.8799677 32.0353977)",,,,,,,
240599053,residential,מבוא זהבית,False,False,65.49890468883275,"LINESTRING (34.8799336 32.0365313, 34.8802881 32.0365567, 34.88055 32.0367393)",,,,,,,
98870028,residential,חיטה,False,False,33.872458575144215,"LINESTRING (34.8822515 32.0342236, 34.8819178 32.0343366)",,,,,,,
98870011,residential,מבוא הדס,False,False,37.484288138474206,"LINESTRING (34.882374 32.0358899, 34.8827435 32.0357653)",,,,,,,
98870018,residential,הדגנים,False,False,51.28284565335093,"LINESTRING (34.8817411 32.0338865, 34.881223 32.0340272)",,,,,,,
98870029,residential,חיטה,False,False,52.747782135725046,"LINESTRING (34.8817411 32.0338865, 34.8819178 32.0343366)",,,,,,,
98870018,residential,הדגנים,False,True,73.17940033892245,"LINESTRING (34.8817411 32.0338865, 34.8819527 32.033829, 34.881827 32.0333715)",,,,,,,
98869556,tertiary,הרצל,True,False,18.585757341630682,"LINESTRING (34.8859528 32.0343446, 34.8859482 32.0341775)",,,,,,,
98870015,residential,הרב חיים סינואני,False,True,68.25067481383289,"LINESTRING (34.8859528 32.0343446, 34.8852288 32.0343512)",,,,,,,
98870031,residential,מבוא דליה,False,False,80.5026029167769,"LINESTRING (34.881368 32.0356734, 34.8805893 32.0359707)",,,,,,,
98870016,residential,מבוא הרדוף,False,False,102.51400704130171,"LINESTRING (34.8824876 32.0376799, 34.8822354 32.0377754, 34.8815831 32.0373664)",,,,,,,
98870032,residential,ורבנה,False,False,61.460477615118535,"LINESTRING (34.8821811 32.0371461, 34.8815831 32.0373664)",,,,,,,
98870014,residential,מבוא האירוס,False,False,64.8097996445424,"LINESTRING (34.8805893 32.0359707, 34.8805595 32.036553)",,,,,,,
98870014,residential,מבוא האירוס,False,True,30.674172989157082,"LINESTRING (34.8805893 32.0359707, 34.8806034 32.0356951)",,,,,,,
98870031,residential,מבוא דליה,False,True,80.5026029167769,"LINESTRING (34.8805893 32.0359707, 34.881368 32.0356734)",,,,,,,
98870018,residential,הדגנים,False,False,56.6097149859127,"LINESTRING (34.8813449 32.0319421, 34.8814929 32.0324355)",,,,,,,
240601374,residential,הדגנים,False,False,48.05631240155278,"LINESTRING (34.8813449 32.0319421, 34.8808371 32.0319803)",,,,,,,
98870018,residential,הדגנים,False,True,94.13334029977077,"LINESTRING (34.8813449 32.0319421, 34.8812386 32.0316157, 34.8811689 32.0311112)",,,,,,,
98869584,residential,ברנר,False,False,234.29219820121492,"LINESTRING (34.8835975 32.0294262, 34.8836108 32.0295353, 34.8859662 32.0294903)",,,,,,,
98870014,residential,מבוא האירוס,False,False,30.674172989157082,"LINESTRING (34.8806034 32.0356951, 34.8805893 32.0359707)",,,,,,,
98869545,living_street,היובל,True,False,358.6831134533287,"LINESTRING (34.8810325 32.0337965, 34.8803275 32.0339133, 34.8800857 32.0339534, 34.8795444 32.0340431, 34.8790034 32.0340437, 34.8788022 32.0339328, 34.8787408 32.0338456, 34.8786198 32.0336736, 34.8785759 32.0335678, 34.8784857 32.0333507, 34.8784559 32.0327171)",,,,,,,
296614027,tertiary,שדרות מנחם בגין,True,False,128.94504223323824,"LINESTRING (34.8810325 32.0337965, 34.8808604 32.0330967, 34.8807477 32.0326623)",,,,,,,
1239656763,tertiary,הרצל,True,False,30.99079248328941,"LINESTRING (34.885922 32.032931, 34.8859237 32.0327664, 34.8859195 32.0327098, 34.8859047 32.0326538)",,,,,,,
98870008,residential,מבוא אתרוג,False,True,52.273276295937414,"LINESTRING (34.8826443 32.0352615, 34.8821282 32.0354335)",,,,,,,
240601380,residential,ארבעת המינים,False,False,60.546020959486526,"LINESTRING (34.8826443 32.0352615, 34.8825588 32.0350291, 34.8824283 32.0347491)",,,,,,,
240601380,residential,ארבעת המינים,False,True,56.83740598911692,"LINESTRING (34.8826443 32.0352615, 34.882706 32.035515, 34.8827435 32.0357653)",,,,,,,
98870017,residential,מבוא לולב,False,False,129.35890053165724,"LINESTRING (34.8832761 32.0373934, 34.8829291 32.0368248, 34.8828741 32.0366767, 34.8828152 32.0363122)",,,,,,,
98870011,residential,מבוא הדס,False,True,37.484288138474206,"LINESTRING (34.8827435 32.0357653, 34.882374 32.0358899)",,,,,,,
240601380,residential,ארבעת המינים,False,True,61.187003868464636,"LINESTRING (34.8827435 32.0357653, 34.8828152 32.0363122)",,,,,,,
240601380,residential,ארבעת המינים,False,False,56.83740598911692,"LINESTRING (34.8827435 32.0357653, 34.882706 32.035515, 34.8826443 32.0352615)",,,,,,,
98870028,residential,חיטה,False,False,36.48512893103479,"LINESTRING (34.8819178 32.0343366, 34.8815584 32.0344584)",,,,,,,
98870028,residential,חיטה,False,True,33.872458575144215,"LINESTRING (34.8819178 32.0343366, 34.8822515 32.0342236)",,,,,,,
98870029,residential,חיטה,False,True,52.747782135725046,"LINESTRING (34.8819178 32.0343366, 34.8817411 32.0338865)",,,,,,,
98870006,residential,"ניל""י",False,False,47.649102592374014,"LINESTRING (34.883613 32.0356142, 34.8831086 32.0356424)",,,,,,,
240601373,residential,הכלנית,False,False,49.79109952047098,"LINESTRING (34.883613 32.0356142, 34.883501 32.0351766)",,,,,,,
98870006,residential,"ניל""י",False,True,50.057106797825014,"LINESTRING (34.883613 32.0356142, 34.8836509 32.0356121, 34.8841429 32.0355847)",,,,,,,
98870008,residential,מבוא אתרוג,False,False,52.273276295937414,"LINESTRING (34.8821282 32.0354335, 34.8826443 32.0352615)",,,,,,,
98870232,residential,"רמב""ם",False,False,33.78087993785876,"LINESTRING (34.8881168 32.0384846, 34.888085 32.038182)",,,,,,,
98870232,residential,"רמב""ם",False,True,73.23517495712015,"LINESTRING (34.8881168 32.0384846, 34.8882046 32.039139)",,,,,,,
98870242,residential,אשכול,False,False,353.43252179806404,"LINESTRING (34.8881168 32.0384846, 34.8864242 32.0385732, 34.8862039 32.0385783, 34.8843712 32.0386206)",,,,,,,
98870242,residential,אשכול,False,True,147.5538516007458,"LINESTRING (34.8881168 32.0384846, 34.8890509 32.0384475, 34.8893861 32.0384483, 34.8896786 32.0384813)",,,,,,,
48774295,tertiary,הרצל,True,False,65.20780327833718,"LINESTRING (34.8859603 32.0369566, 34.8859372 32.0363705)",,,,,,,
296614028,residential,שזר,False,False,157.73383163825048,"LINESTRING (34.8859603 32.0369566, 34.8842874 32.0369905)",,,,,,,
296614010,tertiary,יעקב בר סימנטוב,True,False,79.06880942264998,"LINESTRING (34.8842874 32.0369905, 34.8842188 32.0362818)",,,,,,,
296614028,residential,שזר,False,True,157.73383163825048,"LINESTRING (34.8842874 32.0369905, 34.8859603 32.0369566)",,,,,,,
98870244,residential,ביאליק,False,False,122.43864936435762,"LINESTRING (34.8884523 32.0365759, 34.8897402 32.0367191)",,,,,,,
98870241,residential,סנש חנה,False,True,36.98103944854534,"LINESTRING (34.8897402 32.0367191, 34.8897215 32.0363869)",,,,,,,
98870244,residential,ביאליק,False,False,89.89819877581124,"LINESTRING (34.8897402 32.0367191, 34.8906938 32.0367317)",,,,,,,
98870244,residential,ביאליק,False,True,122.43864936435762,"LINESTRING (34.8897402 32.0367191, 34.8884523 32.0365759)",,,,,,,
98870241,residential,סנש חנה,False,False,106.65859457545696,"LINESTRING (34.8897402 32.0367191, 34.8896927 32.0372523, 34.8896714 32.0376764)",,,,,,,
98870232,residential,"רמב""ם",False,False,87.40916662874264,"LINESTRING (34.8883068 32.0399203, 34.8882046 32.039139)",,,,,,,
"[340212721, 240596959]",tertiary,"['סימנטוב יעקב בר', 'צה""ל']",False,False,459.05419248624236,"LINESTRING (34.8883068 32.0399203, 34.8860725 32.0401453, 34.884526 32.040231, 34.8844765 32.0402117, 34.8844566 32.0401788, 34.8844021 32.0393559)",,,,,,,
340212721,tertiary,"צה""ל",False,True,404.76577494727854,"LINESTRING (34.8883068 32.0399203, 34.8887949 32.0398884, 34.8893591 32.0398459, 34.8899429 32.039802, 34.890258 32.0397353, 34.8905384 32.0396179, 34.8907446 32.039458, 34.8909219 32.0392791, 34.8910864 32.039076, 34.8912061 32.0386086, 34.8912691 32.0380988)",,,,,,,
98870244,residential,ביאליק,False,True,89.89819877581124,"LINESTRING (34.8906938 32.0367317, 34.8897402 32.0367191)",,,,,,,
98870245,residential,ארלוזורוב,False,False,135.13945306810814,"LINESTRING (34.8906938 32.0367317, 34.8908689 32.0356115, 34.8908883 32.0355706, 34.8909196 32.035539)",,,,,,,
98870245,residential,ארלוזורוב,False,True,84.20787029881822,"LINESTRING (34.8906938 32.0367317, 34.890727 32.0368887, 34.890668 32.0374844)",,,,,,,
98870241,residential,סנש חנה,False,False,36.98103944854534,"LINESTRING (34.8897215 32.0363869, 34.8897402 32.0367191)",,,,,,,
240596959,tertiary,סימנטוב יעקב בר,False,False,80.2418063596027,"LINESTRING (34.8843712 32.0386206, 34.8843215 32.0379002)",,,,,,,
240596959,tertiary,סימנטוב יעקב בר,False,True,81.81360615073349,"LINESTRING (34.8843712 32.0386206, 34.8844021 32.0393559)",,,,,,,
98870242,residential,אשכול,False,True,353.43252179806404,"LINESTRING (34.8843712 32.0386206, 34.8862039 32.0385783, 34.8864242 32.0385732, 34.8881168 32.0384846)",,,,,,,
98870228,residential,שפירא,False,True,87.93286078257411,"LINESTRING (34.8867091 32.0382256, 34.8876416 32.038203)",,,,,,,
48764825,tertiary,רמז,True,False,49.82562211823748,"LINESTRING (34.8876326 32.0376281, 34.8881611 32.0376195)",,,50,,,,
98870235,residential,שפירא משה חיים,False,True,7.283277983732356,"LINESTRING (34.8876326 32.0376281, 34.8876326 32.0376936)",,,,,,,
98869557,residential,קפלן,False,False,359.22809345828426,"LINESTRING (34.8882046 32.039139, 34.8844021 32.0393559)",,,,,,,
98870232,residential,"רמב""ם",False,False,73.23517495712015,"LINESTRING (34.8882046 32.039139, 34.8881168 32.0384846)",,,,,,,
98870232,residential,"רמב""ם",False,True,87.40916662874264,"LINESTRING (34.8882046 32.039139, 34.8883068 32.0399203)",,,,,,,
98869557,residential,קפלן,False,True,298.26872882037605,"LINESTRING (34.8882046 32.039139, 34.8900288 32.0390318, 34.8901183 32.0389966, 34.8901704 32.0389547, 34.8902044 32.0389005, 34.8904242 32.037993)",,,,,,,
98870228,residential,שפירא,False,False,41.8598343481345,"LINESTRING (34.888085 32.038182, 34.8876416 32.038203)",,,,,,,
98870232,residential,"רמב""ם",False,False,56.02102912244485,"LINESTRING (34.888085 32.038182, 34.888153 32.0376815)",,,,,,,
98870232,residential,"רמב""ם",False,True,33.78087993785876,"LINESTRING (34.888085 32.038182, 34.8881168 32.0384846)",,,,,,,
98870245,residential,ארלוזורוב,False,False,84.20787029881822,"LINESTRING (34.890668 32.0374844, 34.890727 32.0368887, 34.8906938 32.0367317)",,,,,,,
98870229,residential,דוד מרכוס,False,False,66.69255462414874,"LINESTRING (34.8909196 32.035539, 34.8916208 32.035619)",,,,,,,
98870229,residential,דוד מרכוס,False,True,100.40170271104759,"LINESTRING (34.8909196 32.035539, 34.8908735 32.0354976, 34.8908249 32.0354679, 34.8898951 32.0353626)",,,,,,,
98870245,residential,ארלוזורוב,False,True,135.13945306810814,"LINESTRING (34.8909196 32.035539, 34.8908883 32.0355706, 34.8908689 32.0356115, 34.8906938 32.0367317)",,,,,,,
98870229,residential,דוד מרכוס,False,True,86.85826894568083,"LINESTRING (34.8925327 32.0357312, 34.8918572 32.0356481, 34.8916208 32.035619)",,,,,,,
338977107,tertiary,,True,False,10.030282087229354,"LINESTRING (34.8925327 32.0357312, 34.8925389 32.0357016, 34.8925563 32.0356754, 34.8925829 32.0356555)",,,,roundabout,,,
98870229,residential,דוד מרכוס,False,False,48.935439286127874,"LINESTRING (34.88938 32.0353078, 34.8898951 32.0353626)",,,,,,,
98870242,residential,אשכול,False,False,147.5538516007458,"LINESTRING (34.8896786 32.0384813, 34.8893861 32.0384483, 34.8890509 32.0384475, 34.8881168 32.0384846)",,,,,,,
98870228,residential,שפירא,False,False,87.93286078257411,"LINESTRING (34.8876416 32.038203, 34.8867091 32.0382256)",,,,,,,
98870228,residential,שפירא,False,True,41.8598343481345,"LINESTRING (34.8876416 32.038203, 34.888085 32.038182)",,,,,,,
98870235,residential,שפירא משה חיים,False,False,56.649128060114826,"LINESTRING (34.8876416 32.038203, 34.8876326 32.0376936)",,,,,,,
1239656770,residential,יוספטל,False,False,28.83555193548695,"LINESTRING (34.8911405 32.0337184, 34.8911147 32.03346)",,,,,,,
1239656769,residential,ביאקובסקי,True,False,257.1742299696359,"LINESTRING (34.8911405 32.0337184, 34.8899186 32.0336537, 34.8898339 32.0336372, 34.8897949 32.0336123, 34.8897721 32.033582, 34.8897535 32.0335309, 34.889626 32.0324659)",,,,,,,
98871381,residential,מלמד,False,True,82.83658067970092,"LINESTRING (34.8955196 32.0389917, 34.8960981 32.0395525)",,,,,,,
239071395,residential,גולדה מאיר,False,True,81.16797874924858,"LINESTRING (34.8955196 32.0389917, 34.8947972 32.039389)",,,,,,,
"[98871381, 239071391]",residential,"['מלמד', 'לוחמי הגיטאות']",False,False,135.33183953202206,"LINESTRING (34.8955196 32.0389917, 34.8950217 32.0384938, 34.8953868 32.0382272, 34.8954971 32.0381025)",,,,,,,
239071395,residential,גולדה מאיר,False,False,410.017999877251,"LINESTRING (34.8955196 32.0389917, 34.8959834 32.0386099, 34.8963733 32.0382295, 34.8965817 32.0379484, 34.896722 32.0376428, 34.8968516 32.0371601, 34.8969591 32.0366379, 34.8970502 32.0356907)",,,,,,,
1239656782,residential,,False,False,8.36616360829216,"LINESTRING (34.8884241 32.0304309, 34.8884046 32.0305043)",,,,,,,
239071395,residential,גולדה מאיר,False,False,81.16797874924858,"LINESTRING (34.8947972 32.039389, 34.8955196 32.0389917)",,,,,,,
240596970,residential,צביה ויצחק צוקרמן,False,False,69.81545355435023,"LINESTRING (34.8947972 32.039389, 34.8950777 32.0399701)",,,,,,,
240596970,residential,צביה ויצחק צוקרמן,False,True,184.0123028933584,"LINESTRING (34.8947972 32.039389, 34.8944912 32.0387347, 34.8943141 32.0384503, 34.8941232 32.0381439, 34.8939674 32.0378937)",,,,,,,
1239656803,residential,אשכנזי,False,True,2.270736054756828,"LINESTRING (34.8901955 32.0300192, 34.8901853 32.0300377)",,,,,,,
240601861,residential,המעפילים,False,False,125.50107276594628,"LINESTRING (34.8901955 32.0300192, 34.890651 32.0300065, 34.8906682 32.030006, 34.8911979 32.0299912, 34.8915261 32.029982)",,,,,,,
1239656803,residential,אשכנזי,False,False,97.73334722712252,"LINESTRING (34.8901955 32.0300192, 34.8902024 32.0300068, 34.8902253 32.0299455, 34.8902223 32.0296208, 34.8902179 32.0291446)",,,,,,,
1239656793,residential,אשכנזי,False,False,105.846947974203,"LINESTRING (34.8902179 32.0291446, 34.8901431 32.0291446, 34.8897785 32.0291499, 34.8896051 32.0291525, 34.8893904 32.0291412, 34.8892029 32.0291182, 34.8891016 32.0290936)",,,,,,,
1239656793,residential,אשכנזי,False,True,120.0901707345079,"LINESTRING (34.8902179 32.0291446, 34.8912386 32.0291286, 34.8914916 32.0291249)",,,,,,,
1239656803,residential,אשכנזי,False,True,97.73334722712252,"LINESTRING (34.8902179 32.0291446, 34.8902223 32.0296208, 34.8902253 32.0299455, 34.8902024 32.0300068, 34.8901955 32.0300192)",,,,,,,
56440955,residential,חזונוביץ,True,False,66.69999254620987,"LINESTRING (34.8961371 32.0325496, 34.8960787 32.0319518)",,,,,,,
98871368,residential,תאנה,False,True,146.03048756255816,"LINESTRING (34.8961371 32.0325496, 34.8953082 32.0326011, 34.8952714 32.0319932)",,,,,,,
98871372,residential,השלום,False,False,61.03399106102617,"LINESTRING (34.8949751 32.0379141, 34.8952456 32.0374154)",,,,,,,
98871358,residential,משה חסיד,False,False,95.41136942010228,"LINESTRING (34.8949751 32.0379141, 34.8947658 32.0378908, 34.894551 32.0378668, 34.8939674 32.0378937)",,,,,,,
98871358,residential,משה חסיד,False,True,53.933933842870296,"LINESTRING (34.8949751 32.0379141, 34.8953001 32.0379978, 34.8954971 32.0381025)",,,,,,,
98871361,residential,,False,True,61.54244790583484,"LINESTRING (34.8916145 32.034898, 34.8916799 32.0343897, 34.8916823 32.0343476)",,,,,,,
98871382,residential,יהודה הלוי,False,False,123.76668464096528,"LINESTRING (34.8911381 32.031001, 34.8917382 32.0309936, 34.8924509 32.0309848)",,,,,,,
98871392,residential,יהודה הלוי,False,False,146.43937207170868,"LINESTRING (34.8911381 32.031001, 34.8911384 32.0310238, 34.8911417 32.0313255, 34.8911422 32.0313651, 34.891143 32.0314408, 34.8911481 32.0318978, 34.8911486 32.0319435, 34.8911491 32.031991, 34.8911528 32.0323179)",,,,,,,
98871392,residential,יהודה הלוי,False,True,40.54771206509811,"LINESTRING (34.8911381 32.031001, 34.8911318 32.030938, 34.8911139 32.030869, 34.8910814 32.0308037, 34.891008 32.0306564)",,,,,,,
240596970,residential,צביה ויצחק צוקרמן,False,True,64.78492107518089,"LINESTRING (34.8938023 32.0367991, 34.8937705 32.0362171)",,,,,,,
98871377,residential,סוקניק,False,False,157.0406744163758,"LINESTRING (34.8938023 32.0367991, 34.8946239 32.0367675, 34.8952775 32.0367511, 34.8954662 32.0367675)",,,,,,,
240596970,residential,צביה ויצחק צוקרמן,False,False,62.35488532714277,"LINESTRING (34.8938023 32.0367991, 34.893813 32.037165, 34.893842 32.0373582)",,,,,,,
98871372,residential,השלום,False,False,65.9437252211372,"LINESTRING (34.8954662 32.0367675, 34.8955447 32.0361782)",,,,,,,
98871377,residential,סוקניק,False,False,60.477828345794634,"LINESTRING (34.8954662 32.0367675, 34.896098 32.0368622)",,,,,,,
98871372,residential,השלום,False,True,75.04866306095795,"LINESTRING (34.8954662 32.0367675, 34.8953568 32.0371388, 34.8952456 32.0374154)",,,,,,,
98871377,residential,סוקניק,False,True,157.0406744163758,"LINESTRING (34.8954662 32.0367675, 34.8952775 32.0367511, 34.8946239 32.0367675, 34.8938023 32.0367991)",,,,,,,
98871382,residential,יהודה הלוי,False,True,123.76668464096528,"LINESTRING (34.8924509 32.0309848, 34.8917382 32.0309936, 34.8911381 32.031001)",,,,,,,
1239656797,tertiary,ויצמן,True,False,209.29274367529305,"LINESTRING (34.8924509 32.0309848, 34.892426 32.0308943, 34.8922754 32.0303845, 34.8922505 32.0303032, 34.8920417 32.0296215, 34.8919739 32.0294, 34.8919408 32.0293229, 34.8919077 32.0292669, 34.8918796 32.0292192, 34.8918423 32.0291823)",,,50,,,,
98871392,residential,יהודה הלוי,False,False,40.54771206509811,"LINESTRING (34.891008 32.0306564, 34.8910814 32.0308037, 34.8911139 32.030869, 34.8911318 32.030938, 34.8911381 32.031001)",,,,,,,
50988934,residential,טננבוים,False,True,62.9038269116991,"LINESTRING (34.895596 32.0355686, 34.8962631 32.0355834)",,,,,,,
98871372,residential,השלום,False,True,67.95678713584252,"LINESTRING (34.895596 32.0355686, 34.8955447 32.0361782)",,,,,,,
"[240596970, 50988934]",residential,"['צביה ויצחק צוקרמן', 'טננבוים']",False,False,236.38231137897256,"LINESTRING (34.895596 32.0355686, 34.8952703 32.0355521, 34.8946997 32.0355471, 34.8939383 32.0355588, 34.8938859 32.0355771, 34.8937957 32.0356563, 34.8937743 32.03582, 34.8937705 32.0362171)",,,,,,,
48764829,tertiary,,True,False,17.88753006347794,"LINESTRING (34.8922412 32.0380992, 34.8922109 32.0380905, 34.8921545 32.0380576, 34.8921178 32.0380232, 34.8920999 32.0379981)",,,,roundabout,,,
